-8.439253969952982271e-01,5.211250893715505539e-01,2.723739172509981321e-01,-3.135239438156244701e-02,3.839094293582068218e-02,-8.306116142443126238e-02,-5.831282766001723988e-02,-3.553214615995035075e-01,-2.584379490205775953e-01,-9.326181752460309393e-02
5.211250893715505539e-01,-3.433037017243694700e-01,5.908427622386832612e-01,8.556497073611906146e-01,-1.279745347046049309e-01,3.988894126472837254e-01,-9.276245220644836406e-03,1.654204059130692794e-01,4.653523785442333915e-01,2.364442462760116825e-01
2.723739172509981321e-01,5.908427622386832612e-01,-4.826015094283758744e-01,2.465326289472308807e-01,4.581440341371941227e-01,1.741760229899339818e-01,3.419052966525174680e-02,3.300873251827237675e-01,1.298861040035601822e-01,4.312630190959841348e-01
-3.135239438156244701e-02,8.556497073611906146e-01,2.465326289472308807e-01,7.650992025974424904e-02,-2.438663316711834339e-01,3.432683588993727941e-01,-1.344145206216803834e-01,3.035001881588578199e-01,2.495413989344150152e-01,-1.310897525415685438e-01
3.839094293582068218e-02,-1.279745347046049309e-01,4.581440341371941227e-01,-2.438663316711834339e-01,-3.239686274921990683e-01,1.150953361827627558e-01,-6.159820825689025225e-01,-2.086898933370242570e-01,-3.045527577631158000e-01,-4.653481840485010346e-01
-8.306116142443126238e-02,3.988894126472837254e-01,1.741760229899339818e-01,3.432683588993727941e-01,1.150953361827627558e-01,-7.543691087586716915e-01,-1.319485467016446034e-01,-5.850393389369890063e-01,1.552830936262919181e-01,3.806237887948985543e-01
-5.831282766001723988e-02,-9.276245220644836406e-03,3.419052966525174680e-02,-1.344145206216803834e-01,-6.159820825689025225e-01,-1.319485467016446034e-01,-7.616170733113806213e-01,-3.176392362630049426e-01,-7.737049101764164050e-01,-3.352648576460726670e-01
-3.553214615995035075e-01,1.654204059130692794e-01,3.300873251827237675e-01,3.035001881588578199e-01,-2.086898933370242570e-01,-5.850393389369890063e-01,-3.176392362630049426e-01,-4.285373991395339810e-01,-3.609340741979034650e-01,2.006594490179435530e-01
-2.584379490205775953e-01,4.653523785442333915e-01,1.298861040035601822e-01,2.495413989344150152e-01,-3.045527577631158000e-01,1.552830936262919181e-01,-7.737049101764164050e-01,-3.609340741979034650e-01,-6.653169372913154689e-01,1.161366178235903046e-01
-9.326181752460309393e-02,2.364442462760116825e-01,4.312630190959841348e-01,-1.310897525415685438e-01,-4.653481840485010346e-01,3.806237887948985543e-01,-3.352648576460726670e-01,2.006594490179435530e-01,1.161366178235903046e-01,-1.219680652819852273e+00
